base_time,base_x,joint_time,target_pos_0,actual_pos_0,actual_vel_0,target_pos_1,actual_pos_1,actual_vel_1,target_pos_2,actual_pos_2,actual_vel_2,target_pos_3,actual_pos_3,actual_vel_3,target_pos_4,actual_pos_4,actual_vel_4,target_pos_5,actual_pos_5,actual_vel_5,target_pos_6,actual_pos_6,actual_vel_6,torque_time,torque_0,torque_1,torque_2,torque_3,torque_4,torque_5,torque_6,contact_time,contact_fx,contact_fy,contact_fz,contact_magnitude
0.010000000000000002,-1.0647652060164713e-22,0.05000000000000004,0.0,-2.643607176420023e-18,-4.174187015579364e-20,-0.5,-0.5,1.1017160022483317e-17,-1.2,-1.2,-7.320126018197734e-18,-1.2,-1.2,-3.4894346943552575e-18,-0.5,-0.5,-1.8321104526583083e-17,-1.2,-1.2,3.3258596777553535e-18,-1.2,-1.2,-3.4684436983281953e-18,0.010000000000000002,7.330521926933732e-18,-3.3732041857595957e-19,1.4103505384903616e-18,4.472531590723249e-19,1.8817067957262407e-18,-1.8897838399228266e-19,3.5948486690366593e-19,0.010000000000000002,0.0,0.0,0.0,0.0
0.011000000000000003,-1.3605333187988243e-22,0.05500000000000004,0.0,-2.7574568074352466e-18,2.837788046674042e-17,-0.5,-0.5,1.1035110971787397e-17,-1.2,-1.2,-3.778147272427065e-18,-1.2,-1.2,-1.7099139057327455e-18,-0.5,-0.5,-1.6528215572826852e-17,-1.2,-1.2,6.867230656503597e-18,-1.2,-1.2,-1.687873359904329e-18,0.011000000000000003,-1.252876062918435e-18,-1.0478631543360599e-18,-1.0765490366699892e-18,9.198179119227478e-20,9.935283760261152e-19,-7.218854358123578e-19,-8.46043429463967e-20,0.011000000000000003,0.0,0.0,0.0,0.0
0.012000000000000004,-1.656301431581177e-22,0.060000000000000046,0.0,-2.9283189118854094e-18,5.677454477505092e-17,-0.5,-0.5,7.697808684635986e-18,-1.2,-1.2,1.0303888246416878e-17,-1.2,-1.2,-1.6719465150655989e-18,-0.5,-0.5,-1.1000759682354375e-17,-1.2,-1.2,8.507475095276758e-18,-1.2,-1.2,1.9154023071795603e-18,0.012000000000000004,1.0286296223955436e-17,3.0377575762845167e-18,-1.4318204045500395e-18,6.2488884301235e-19,-8.716463053441478e-19,8.768357196478678e-19,-5.286935527964594e-19,0.012000000000000004,0.0,0.0,0.0,0.0
0.013000000000000005,-1.9520695443635301e-22,0.06500000000000004,0.0,-3.156143399526324e-18,-1.1378493111648223e-16,-0.5,-0.5,-2.4025301134311263e-17,-1.2,-1.2,2.791716757800165e-17,-1.2,-1.2,-2.5158296456540522e-18,-0.5,-0.5,1.3211507250532682e-17,-1.2,-1.2,-5.8621774206568506e-18,-1.2,-1.2,9.07981865111118e-18,0.013000000000000005,1.7614447212664366e-18,-1.2398595977193573e-18,3.5312438127408134e-19,1.7826847378447759e-19,1.6908454203014334e-18,-7.128112757705517e-19,1.7847838374474853e-19,0.013000000000000005,0.0,0.0,0.0,0.0
0.014000000000000005,-2.0112231669200009e-22,0.07000000000000005,0.0,-3.2419970881867337e-18,-8.538617971466394e-17,-0.5,-0.5,-2.7380554370766787e-17,-1.2,-1.2,2.0693655957072438e-17,-1.2,-1.2,-6.0337398830096685e-18,-0.5,-0.5,1.1617003669048183e-17,-1.2,-1.2,-7.763303960631936e-18,-1.2,-1.2,7.349810300970701e-18,0.014000000000000005,1.3356642286346062e-17,2.4976701447428053e-18,-2.4933405349782546e-18,5.348054213534325e-19,-1.1447126769965765e-18,7.037371157287457e-19,-6.19196794375918e-19,0.014000000000000005,0.0,0.0,0.0,0.0
0.015000000000000006,-2.188684034589413e-22,0.07500000000000005,0.0,-0.008012749186865458,-2.7687038639582084,-0.5,-0.5011266160249259,-0.7588768097909632,-1.2,-1.2025898905727415,-0.6873919004625049,-1.2,-1.2027894712310179,-1.0873942474254483,-0.5,-0.4950572360219183,0.7620230960397272,-1.2,-1.2079460845001104,-1.4959992723346607,-1.2,-1.2044852319241504,-1.015153564819422,0.015000000000000006,4.888650899265932e-18,-8.917686095609435e-19,1.067961090246116e-18,3.5463857803559765e-19,1.773050416529055e-18,-5.306385118096239e-19,2.6561082610531496e-19,0.015000000000000006,0.0,0.0,0.0,0.0
0.016000000000000007,-2.1295304120329426e-22,0.08000000000000006,0.0,-0.022647106249959335,-2.878231592579483,-0.5,-0.5066811687310198,-1.2518414457037434,-1.2,-1.207668248379239,-0.826747166711709,-1.2,-1.2108800335730558,-1.5967790845741332,-0.5,-0.494049946631694,-0.0823804938311768,-1.2,-1.2129829080716634,-0.6841991285801329,-1.2,-1.2094106262838202,-0.9025899356649735,0.016000000000000007,1.6540708579954427e-17,2.1352183971411186e-18,-2.8443179296463704e-18,3.5590415772450257e-19,-1.24014336470898e-18,3.5300282786959844e-19,-7.097000359553766e-19,0.016000000000000007,0.0,0.0,0.0,0.0
0.017000000000000008,-2.1886840345894133e-22,0.08500000000000006,0.0,-0.03295945121415951,-1.5472664128842646,-0.5,-0.5125149278914,-1.1035340712558492,-1.2,-1.2100591639378342,-0.25160045443590984,-1.2,-1.2172988314532254,-1.082584267774254,-0.5,-0.4961854261774899,-0.5689906217448559,-1.2,-1.2137902508916245,0.08134731936587561,-1.2,-1.2133064816902535,-0.6827512686655007,0.017000000000000008,8.129577308483167e-18,-8.9894898928258e-19,1.4275264313381006e-18,5.310086822867179e-19,1.944073254726689e-18,-3.484657478486959e-19,4.415611104358938e-19,0.017000000000000008,0.0,0.0,0.0,0.0
0.01800000000000001,-2.0112231669200016e-22,0.09000000000000007,0.0,-0.03652370130515272,-0.2500987371241554,-0.5,-0.5161815844383165,-0.5303874995534965,-1.2,-1.2100022873528793,0.14395387210653043,-1.2,-1.220200828638559,-0.32428003766676405,-0.5,-0.49894976634430344,-0.5219149822297203,-1.2,-1.2121394280240216,0.41675194512397473,-1.2,-1.214857462697427,-0.15781083830132522,0.01800000000000001,-4.554569626791079e-19,-8.845882298393074e-19,-1.0679610902461203e-18,-8.818505212556015e-20,1.069120526511346e-18,-5.351755918305269e-19,-8.79751421652889e-20,0.01800000000000001,0.0,0.0,0.0,0.0
0.01900000000000001,-2.0703767894764723e-22,0.09500000000000007,0.0,-0.03469131848450835,0.6771992716263477,-0.5,-0.5164009874512686,0.2970156750175639,-1.2,-1.208902963606082,0.18946014206720707,-1.2,-1.2195480656865862,0.3903129839529142,-0.5,-0.5000586435250238,0.008032519685370582,-1.2,-1.2105398167285206,0.2040641798117906,-1.2,-1.214193225226125,0.29622845082103183,0.01900000000000001,1.1083748717690888e-17,2.845761132901219e-18,-1.4232324581261706e-18,7.999933675745651e-19,-8.848719968289296e-19,8.859098796896735e-19,-5.320643520153515e-19,0.01900000000000001,0.0,0.0,0.0,0.0
0.02000000000000001,-2.129530412032943e-22,0.10000000000000007,0.0,-0.031503942118773484,0.6127726230876966,-0.5,-0.5149088073513544,0.28655639632856333,-1.2,-1.2080983891906762,0.152019179526772,-1.2,-1.2177829775957656,0.33176590517493276,-0.5,-0.5000484415566028,0.002322587297390792,-1.2,-1.209586936469902,0.18089647764674163,-1.2,-1.2129163307261108,0.2367456908534036,0.02000000000000001,2.5589306084980127e-18,-1.2542203571626298e-18,3.6171232769795026e-19,8.691947243665526e-20,1.677619728816652e-18,-7.037371157287459e-19,1.7510758452585633e-19,0.02000000000000001,0.0,0.0,0.0,0.0
0.02100000000000001,-1.9520695443635313e-22,0.10500000000000008,0.0,-0.028613861580023863,0.5557773982353813,-0.5,-0.513554186459967,0.26062855209571084,-1.2,-1.2073580572361782,0.14394145035326913,-1.2,-1.2161590950505066,0.3172817307785207,-0.5,-0.5000403565021834,0.001273372027359786,-1.2,-1.2087146390792172,0.169236531753676,-1.2,-1.211732659041829,0.2328675940503762,0.02100000000000001,1.4154161567073762e-17,2.660945069239557e-18,-2.4847525885543857e-18,5.322742619756228e-19,-1.1579383684813578e-18,7.128112757705515e-19,-6.225675935948101e-19,0.02100000000000001,0.0,0.0,0.0,0.0
0.022000000000000013,-1.8929159218070608e-22,0.11000000000000008,0.0,-0.025988384807926333,0.5051885634981891,-0.5,-0.5123226040314295,0.23714162634480015,-1.2,-1.206689188745662,0.12797349452421292,-1.2,-1.2146948202100252,0.27889777700139556,-0.5,-0.5000328355390913,0.001565384302072237,-1.2,-1.2079249963362564,0.15122840947318633,-1.2,-1.2106697835459557,0.2016568396097208,0.022000000000000013,5.6853520393385776e-18,-5.436776214025296e-19,1.0722550634580505e-18,3.533729983466928e-19,1.8552554127566772e-18,-1.708300639086708e-19,1.7510758452585633e-19,0.022000000000000013,0.0,0.0,0.0,0.0
0.023000000000000013,-1.715455054137649e-22,0.11500000000000009,0.0,-0.02360423438197493,0.4585760077702724,-0.5,-0.5112031378141412,0.21533837447423568,-1.2,-1.2060792657420396,0.11773952132400399,-1.2,-1.2133563490841,0.25935529345306485,-0.5,-0.5000267456344578,0.0010511377302885403,-1.2,-1.2072050651787511,0.13897596113982633,-1.2,-1.2096962308985704,0.1889866021197679,0.023000000000000013,1.7337426416775136e-17,1.9504023334794574e-18,-3.195295324314486e-18,3.5463857803559765e-19,-1.2467562104513704e-18,3.575399078905014e-19,-7.113854355648226e-19,0.023000000000000013,0.0,0.0,0.0,0.0
0.024000000000000014,-1.6563014315811785e-22,0.12000000000000009,0.0,-0.021438783648128318,0.41660969896282046,-0.5,-0.5101851082276256,0.1960098666661773,-1.2,-1.2055259023094251,0.10629750179678289,-1.2,-1.2121439763078872,0.23224556207862831,-0.5,-0.5000213134982435,0.0010749607709653647,-1.2,-1.2065515268331801,0.12555282254705294,-1.2,-1.2088154705207537,0.16856679007141553,0.024000000000000014,8.92546030790076e-18,-1.8840625352247948e-19,2.1380691670982017e-18,5.310086822867179e-19,1.94407325472669e-18,-1.708300639086708e-19,3.527432684658814e-19,0.024000000000000014,0.0,0.0,0.0,0.0
0.025000000000000015,-1.478840563911767e-22,0.12500000000000008,0.0,-0.019472194270032182,0.3782990844947719,-0.5,-0.509259736254895,0.17803403084406846,-1.2,-1.2050224455508676,0.09697735868002877,-1.2,-1.211039094219167,0.21329029594446902,-0.5,-0.5000168192717279,0.0008074401971271819,-1.2,-1.2059566840696172,0.11461413024100406,-1.2,-1.2080124749530718,0.15505577412391877,0.025000000000000015,3.4127757088966336e-19,-8.917686095609435e-19,-1.063667117034185e-18,-6.327898444525274e-22,1.0625076807689557e-18,-5.306385118096239e-19,-1.7847838374474762e-19,0.025000000000000015,0.0,0.0,0.0,0.0
0.026000000000000016,-1.4196869413552965e-22,0.1300000000000001,0.0,-0.01768602859954019,0.34362675406364274,-0.5,-0.5084182644756321,0.16198732777535788,-1.2,-1.2045651090708316,0.08795668633291387,-1.2,-1.210036283776187,0.19259179908715296,-0.5,-0.5000129264425052,0.0007473356223161219,-1.2,-1.2054161362271543,0.10396576873304524,-1.2,-1.2072839012891436,0.13990883159328407,0.026000000000000016,1.1879648413856545e-17,2.6681254489611936e-18,-1.4232324581261702e-18,7.111755256045525e-19,-9.736898387989418e-19,7.082741957496484e-19,-5.320643520153515e-19,0.026000000000000016,0.0,0.0,0.0,0.0
0.027000000000000017,-1.4788405639117672e-22,0.1350000000000001,0.0,-0.01725801161849993,0.018297438841499855,-0.5,-0.507509858759193,0.18920008815250622,-1.2,-1.2042550025789711,0.049911445118653315,-1.2,-1.209109037651817,0.18026265532734057,-0.5,-0.49951149986801147,0.19478202122075022,-1.2,-1.2061111473697936,-0.22113300063249067,-1.2,-1.2075745083113552,-0.02480844863562269,0.027000000000000017,3.354830304663668e-18,-1.2542203571626298e-18,3.617123276979506e-19,1.7573731440666763e-19,1.766437570786665e-18,-5.261014317887211e-19,1.7510758452585633e-19,0.027000000000000017,0.0,0.0,0.0,0.0
0.028000000000000018,-1.3013796962423555e-22,0.1400000000000001,0.0,-0.01688037162143511,0.10152720293897971,-0.5,-0.5066282211640442,0.16926938409058198,-1.2,-1.2040047016927828,0.04847001078604256,-1.2,-1.2082585489857058,0.1635413364978439,-0.5,-0.49827549977343644,0.331706494587069,-1.2,-1.2074766331110793,-0.33178862869157966,-1.2,-1.207692735852832,0.024165915262357947,0.028000000000000018,1.4948358194937062e-17,2.6753058286828296e-18,-2.4933405349782558e-18,5.348054213534324e-19,-1.233530518966588e-18,3.484657478486954e-19,-6.191967943759177e-19,0.028000000000000018,0.0,0.0,0.0,0.0
0.02900000000000002,-1.4788405639117675e-22,0.1450000000000001,0.0,-0.01596287341960103,0.21629223586503069,-0.5,-0.5058841257813076,0.13663644956816384,-1.2,-1.2037353173324876,0.05655950672476825,-1.2,-1.2074902172815007,0.14724423819632027,-0.5,-0.4964965181050237,0.296492652887717,-1.2,-1.2090712258410388,-0.2413737105435246,-1.2,-1.2073248460691688,0.0936703332492903,0.02900000000000002,6.479515273705751e-18,-5.293168619592571e-19,1.0636671170341806e-18,3.5590415772450243e-19,1.9572989462114727e-18,-1.7990422395047682e-19,2.672962257147613e-19,0.02900000000000002,0.0,0.0,0.0,0.0
0.03000000000000002,-1.5379941864682382e-22,0.1500000000000001,0.0,-0.018334324983287877,-0.5286987679736657,-0.5,-0.5076133227615145,-0.4959221027739992,-1.2,-1.2050212794916249,-0.18392075906309324,-1.2,-1.2097958207173662,-0.5383590448583493,-0.5,-0.49667790001454215,-0.19834994924460908,-1.2,-1.2092275854354664,0.0809725592569358,-1.2,-1.207686231737783,-0.14780224008149012,0.03000000000000002,1.8131556257646187e-17,1.96476309292273e-18,-3.203883270738356e-18,3.571697374134073e-19,-1.3223483609366005e-18,3.484657478486954e-19,-7.968324783159427e-19,0.03000000000000002,0.0,0.0,0.0,0.0
0.03100000000000002,-1.71545505413765e-22,0.1550000000000001,0.0,-0.02059591527779137,-0.47366203997031536,-0.5,-0.5106310869353515,-0.6763097029863304,-1.2,-1.205232829763073,0.021067922121144916,-1.2,-1.2123665641719081,-0.520739879902465,-0.5,-0.4981071684408618,-0.31544052289935615,-1.2,-1.2083415042674,0.19093405630530336,-1.2,-1.20842909404603,-0.17653077739679784,0.03100000000000002,6.822245461676831e-18,-1.8840625352247948e-19,2.493340534978251e-18,6.198265242567303e-19,2.8322516744268156e-18,-1.7083006390867088e-19,8.856503202859565e-19,0.03100000000000002,0.0,0.0,0.0,0.0
0.03200000000000002,-1.5379941864682384e-22,0.16000000000000011,0.0,-0.02180408339359775,-0.0666485485026256,-0.5,-0.5131607309452394,-0.33008353373947885,-1.2,-1.2048511909410664,0.10965427735655787,-1.2,-1.214115924554464,-0.18621976066950496,-0.5,-0.4996526243689845,-0.25963487315373385,-1.2,-1.2072008553503415,0.22372695171417809,-1.2,-1.2090377027640575,-0.0596241726272512,0.03200000000000002,1.8475171373264568e-17,1.9432219537578214e-18,-3.901544086862651e-18,8.69194724366551e-20,-1.6086404240738112e-18,6.805620031354179e-21,-1.2459778869943442e-18,0.03200000000000002,0.0,0.0,0.0,0.0
0.03300000000000002,-1.3605333187988267e-22,0.16500000000000012,0.0,-0.022500574527157802,-0.039998785067853884,-0.5,-0.5150636789727119,-0.244569811162538,-1.2,-1.2042238511575158,0.12250461712164391,-1.2,-1.2152197692061972,-0.11579327839483887,-0.5,-0.5010079665259184,-0.24610841666383404,-1.2,-1.2063014515910706,0.1860059076869504,-1.2,-1.2098044292091887,-0.10982623924040412,0.03300000000000002,1.0063860611751638e-17,-5.562432859153932e-19,2.145583620219087e-18,7.0642960177115935e-19,2.1101364586175305e-18,3.7001687794798447e-19,7.938830289994132e-19,0.03300000000000002,0.0,0.0,0.0,0.0
0.03400000000000002,-9.760347721817679e-23,0.17000000000000012,0.0,-0.021932115720403492,0.19877285308829598,-0.5,-0.5150636110767353,0.10105285018345082,-1.2,-1.2037290456354415,0.09064365891181918,-1.2,-1.2148604755762877,0.14157384928718858,-0.5,-0.5018048366342941,-0.12509459139636894,-1.2,-1.205448116887662,0.16739332916650745,-1.2,-1.2098138662445663,0.034613901635477604,0.03400000000000002,1.4803457446630345e-18,-1.0873552428050593e-18,-1.052932184004348e-18,-2.702502649767522e-19,7.795220405029403e-19,-1.4074742314574919e-18,-6.267810926184257e-19,0.03400000000000002,0.0,0.0,0.0,0.0
0.035000000000000024,-6.211130368429446e-23,0.17500000000000013,0.0,-0.021335426213409968,0.13240375384406539,-0.5,-0.5148749857566549,0.06584381326171783,-1.2,-1.203338775873023,0.06536312206027882,-1.2,-1.2144492379970528,0.0959929118734903,-0.5,-0.5023347446078739,-0.08629953798168263,-1.2,-1.2048760967923566,0.102966192866193,-1.2,-1.209841768511747,0.011173883092642825,0.035000000000000024,1.3017906795348894e-17,3.1902619311988147e-18,-1.4167914983082681e-18,9.757306819812328e-19,-6.283377395324783e-19,1.247986867601078e-18,-9.050324157945809e-20,0.035000000000000024,0.0,0.0,0.0,0.0
0.036000000000000025,-5.028057917300035e-23,0.18000000000000013,0.0,-0.020536531163536133,0.18010801675947835,-0.5,-0.5142400952978374,0.15822301985255688,-1.2,-1.2031169762022207,0.03317089471825448,-1.2,-1.2137808443441644,0.15181420955935038,-0.5,-0.5025856492028766,-0.03153006615276793,-1.2,-1.2044109531778615,0.08817669173715534,-1.2,-1.2095900433745836,0.07082977335557239,0.036000000000000025,4.4929008477403155e-18,-1.2631958318146751e-18,1.1808426332818688e-20,8.533749782552406e-20,1.491717987698638e-18,-8.757014496426425e-19,-9.345269089598897e-20,0.036000000000000025,0.0,0.0,0.0,0.0
0.037000000000000026,-1.7746086766941544e-23,0.18500000000000014,0.0,-0.019802809300327878,0.07338951285385303,-0.5,-0.5135345139171342,0.09196810391760299,-1.2,-1.2030554283554535,0.005209670492158692,-1.2,-1.213176659895891,0.07749983738148666,-0.5,-0.5026522182123139,-0.0027632317826365065,-1.2,-1.204107930508917,0.034463486660369504,-1.2,-1.2092841552992668,0.043239540262577036,0.037000000000000026,1.6087301143099966e-17,3.014421342189199e-18,-2.1284077273713522e-18,5.319578670533965e-19,-8.931380540069183e-19,8.915812297158021e-19,-4.453532595571467e-19,0.037000000000000026,0.0,0.0,0.0,0.0
0.03800000000000003,-8.873043383470964e-24,0.19000000000000014,0.0,-0.01957586321474027,0.0396848938043807,-0.5,-0.5131961584303091,0.0680855949867729,-1.2,-1.2030906005893338,-0.0083920537723139,-1.2,-1.212937901147091,0.0467560458448747,-0.5,-0.5027186203524382,-0.021800566887232652,-1.2,-1.203952357192206,0.03857565207500612,-1.2,-1.209171177955283,0.021259826261301882,0.03800000000000003,7.621050392005331e-18,-1.2775565912579476e-18,7.309391085167891e-19,3.4925986435775186e-19,1.6561279801538814e-18,-6.889916056608114e-19,8.081219382514362e-20,0.03800000000000003,0.0,0.0,0.0,0.0
0.03900000000000003,4.732289804517608e-23,0.19500000000000015,0.0,-0.01969361738465948,-0.06586716958668179,-0.5,-0.5130316448757475,0.0022929261623625295,-1.2,-1.2032059129923893,-0.02716993126475334,-1.2,-1.2128996061988866,-0.02121863279379963,-0.5,-0.5028154858179658,-0.02127957434981144,-1.2,-1.2038877458024695,-0.00047455302583573715,-1.2,-1.2092247709105735,-0.03138664397267591,0.03900000000000003,-1.0207730335865512e-18,-5.526530960545749e-19,-3.4346294154723145e-19,1.7415533979553655e-19,1.1364466198185882e-18,-5.204300817625923e-19,1.730008350140486e-19,0.03900000000000003,0.0,0.0,0.0,0.0
0.04000000000000003,7.985739045123487e-23,0.20000000000000015,0.0,-0.01996046957497545,-0.10527199808826648,-0.5,-0.5129537567349552,-0.01830061098329397,-1.2,-1.2033517198145984,-0.06996085732526602,-1.2,-1.2129511480722401,-0.07098163196741689,-0.5,-0.502969342895956,-0.016679685367841875,-1.2,-1.2038169601047817,-0.03283951555903701,-1.2,-1.2093480570937118,-0.07029846534794067,0.04000000000000003,1.0460791958202661e-17,2.296698226707462e-18,-1.7688423862793667e-18,6.19510129334504e-19,-9.885687417193216e-19,5.40846941856655e-19,-7.134921850766304e-19,0.04000000000000003,0.0,0.0,0.0,0.0
0.04100000000000003,1.0056115834599956e-22,0.20500000000000015,0.0,-0.020425483179587447,-0.04682635853878158,-0.5,-0.5129500175939068,0.03305315206294584,-1.2,-1.203508330299196,-0.020092814589118237,-1.2,-1.2130635199865076,0.013756164476053795,-0.5,-0.5031005064739944,-0.03722044537401032,-1.2,-1.2037955262143805,0.03247137267337886,-1.2,-1.2094989844656148,-0.008769278227042269,0.04100000000000003,1.8791679978321184e-18,-9.151048436562613e-19,3.713737674248042e-19,2.617076020766441e-19,1.7515586678662848e-18,-3.3825731780166432e-19,3.4895111934462763e-19,0.04100000000000003,0.0,0.0,0.0,0.0
0.04200000000000003,1.449263752633525e-22,0.21000000000000016,0.0,-0.02086336067665953,-0.07425894471966131,-0.5,-0.5129296598778675,0.006702233700891996,-1.2,-1.2036742678023575,-0.02103573510742269,-1.2,-1.2131770661443744,-0.009444910395177909,-0.5,-0.5032324125534535,-0.029145623853231314,-1.2,-1.2038006374714325,0.010844453710460528,-1.2,-1.2096931289867987,-0.025744183281714923,0.04200000000000003,1.3417593105230203e-17,2.2895178469858255e-18,-2.475091148827532e-18,4.40608865705574e-19,-1.2616351133717503e-18,5.45384021877558e-19,-7.151775846860764e-19,0.04200000000000003,0.0,0.0,0.0,0.0
0.04300000000000003,1.774608676694113e-22,0.21500000000000016,0.0,-0.021050094848522157,-0.0521598061244504,-0.5,-0.5127692040339921,0.022535075801705863,-1.2,-1.2037853805563503,-0.022033746590899572,-1.2,-1.2131330317155513,0.0021564753594675665,-0.5,-0.5033727935271658,-0.01686005523160199,-1.2,-1.203708013343009,0.005932429116706462,-1.2,-1.2097665686072068,-0.015794692755474782,0.04300000000000003,4.892616376930733e-18,-9.204901284474886e-19,1.0851369830938554e-18,4.383941012499905e-19,1.746599033559491e-18,-5.124901917260123e-19,3.4768706963754303e-19,0.04300000000000003,0.0,0.0,0.0,0.0
